OID;OBJECTID;IDDATACION;CODIGOMUES;UNIDADGEOL;LITOLOGIA;EDADAÑOSB;ERRORAÑOS;EDADMA;ERRORMA;EDADGRASIM;EDADGRAS_1;EDADESTRAT;EDADESHERE;METODODATA;MATERIALAN;RELACIONIN;MSWD;PX2;DISPERSION;NUMEROGRAN;NUMEROALIC;FUENTEGEOR;COORDENADA;COORDENA_1;SISTEMACOO;LATITUD;LONGITUD;REFERENCIA;CITAREFERE;IDREFERENC;COMENTARIO;URL
1123;1124;1393;Chocó–1 ST–P–Mp03;Formación Condoto; ; ; ;12,87;± 23,88; ; ;Mioceno (N1); ;U–Th/He;Apatito; ; ; ; ;1;1;Se tomaron las coordenadas listadas en los anexos que se diferencian varios metros con respecto a las reportadas en el informe final;1044920;1048332;MAGNA_Colombia_Oeste;"5° 00' 08,169"" N";"76° 38' 30,087"" W";Agencia Nacional de Hidrocarburos & Universidad de Caldas. 2011b. Estudio integrado de los núcleos y registros obtenidos de los pozos someros (slim holes) perforados por la ANH. Agencia Nacional de Hidrocarburos, inédito, 304 p. Manizales.;Agencia Nacional de Hidrocarburos & Universidad de Caldas (2011b);4;Edad corregida, muestra de un núcleo de perforación del pozo Chocó–1 ST–P; 
1124;1125;1396;CH–ZS–MP–010;Formación Condoto; ; ; ;12,97;± 2,58; ; ;Mioceno (N1); ;U–Th/He;Apatito; ; ; ; ;1;2;Se tomaron las coordenadas listadas en los anexos que se diferencian varios metros con respecto a las reportadas en el informe final;1044920;1048332;MAGNA_Colombia_Oeste;"5° 00' 08,169"" N";"76° 38' 30,087"" W";Agencia Nacional de Hidrocarburos & Universidad de Caldas. 2011b. Estudio integrado de los núcleos y registros obtenidos de los pozos someros (slim holes) perforados por la ANH. Agencia Nacional de Hidrocarburos, inédito, 304 p. Manizales.;Agencia Nacional de Hidrocarburos & Universidad de Caldas (2011b);4;Edad corregida, muestra de un núcleo de perforación del pozo Chocó–1 ST–P; 
1125;1126;1400;RG–MP–005;Formación Chagüí;Arenita; ; ;13,02;+ 5,29/– 3,76; ; ;Mioceno (N1); ;Huellas de fisión LA–ICP–MS;Apatito; ; ; ; ;40; ; ;739533;839861;MAGNA_Colombia_Oeste;"2° 14' 23,962"" N";"78° 31' 01,200"" W";Agencia Nacional de Hidrocarburos & Universidad de Caldas. 2011a. Estudio geológico integrado en la cuenca Tumaco onshore. Síntesis cartográfica, sísmica y análisis litoestratigráfico, petrográfico, geocronológico, termocronológico y geoquímico;Agencia Nacional de Hidrocarburos & Universidad de Caldas (2011a);3;Edad pooled, muestra de ripios recuperados del pozo Remolinogrande–1; 
1126;1127;1407;Din 12–3R;Grupo Honda; ; ; ;13,3;± 0,6; ; ;Mioceno (N1); ;Huellas de fisión;Circón; ; ;<1;31;24; ;Se obtuvo la localización del pozo Dina–12 del sitio web del EPIS;833172;862320;MAGNA_Colombia_Bogota;"3° 05' 12,504"" N";"75° 18' 57,601"" W";Schwabe, E. 2001. Termocronología por trazas de fisión en el Valle Superior del Magdalena. Tesis de maestría, Universidad EAFIT, 37 p. Medellín.;Schwabe (2001);267;Edad central, muestra del pozo Dina–12 a 3440 pies de profundidad, edad obtenida por la profesora Gloria Elena TORO de la Universidad EAFIT; 
1127;1128;1452;G05–G1–038;Formación Tasca;Arenita; ; ;14,2;± 4,42; ; ;Mioceno (N1); ;U–Th/He;Apatito; ; ; ; ;1;1; ;816399;874486;MAGNA_Colombia_Oeste;"2° 56' 06,957"" N";"78° 12' 23,113"" W";Agencia Nacional de Hidrocarburos & Universidad de Caldas. 2011a. Estudio geológico integrado en la cuenca Tumaco onshore. Síntesis cartográfica, sísmica y análisis litoestratigráfico, petrográfico, geocronológico, termocronológico y geoquímico;Agencia Nacional de Hidrocarburos & Universidad de Caldas (2011a);3; ; 
1128;1129;1458;RG–MP–012;Formación 1 Sur;Arenita; ; ;14,36;± 2,01; ; ;Mioceno (N1); ;U–Th/He;Apatito; ; ; ; ;1;1; ;739533;839861;MAGNA_Colombia_Oeste;"2° 14' 23,962"" N";"78° 31' 01,200"" W";Agencia Nacional de Hidrocarburos & Universidad de Caldas. 2011a. Estudio geológico integrado en la cuenca Tumaco onshore. Síntesis cartográfica, sísmica y análisis litoestratigráfico, petrográfico, geocronológico, termocronológico y geoquímico;Agencia Nacional de Hidrocarburos & Universidad de Caldas (2011a);3;Muestra de ripios recuperados del pozo Remolinogrande–1; 
1129;1130;1461;RG–MP–002;Formación San Agustín;Arenita; ; ;14,42;+ 4,95/– 3,69; ; ;Mioceno (N1); ;Huellas de fisión LA–ICP–MS;Apatito; ; ; ; ;40; ; ;739533;839861;MAGNA_Colombia_Oeste;"2° 14' 23,962"" N";"78° 31' 01,200"" W";Agencia Nacional de Hidrocarburos & Universidad de Caldas. 2011a. Estudio geológico integrado en la cuenca Tumaco onshore. Síntesis cartográfica, sísmica y análisis litoestratigráfico, petrográfico, geocronológico, termocronológico y geoquímico;Agencia Nacional de Hidrocarburos & Universidad de Caldas (2011a);3;Edad pooled, muestra de ripios recuperados del pozo Remolinogrande–1; 
1130;1131;1469;RG–MP–008;Formación Angostura;Arenita; ; ;14,94;+ 4,07/– 3,2; ; ;Mioceno (N1); ;Huellas de fisión LA–ICP–MS;Apatito; ; ; ; ;40; ; ;739533;839861;MAGNA_Colombia_Oeste;"2° 14' 23,962"" N";"78° 31' 01,200"" W";Agencia Nacional de Hidrocarburos & Universidad de Caldas. 2011a. Estudio geológico integrado en la cuenca Tumaco onshore. Síntesis cartográfica, sísmica y análisis litoestratigráfico, petrográfico, geocronológico, termocronológico y geoquímico;Agencia Nacional de Hidrocarburos & Universidad de Caldas (2011a);3;Edad pooled, muestra de ripios recuperados del pozo Remolinogrande–1; 
1131;1132;1491;SG–014;Batolito de Anchicayá; ; ; ;15,9;± 24,41; ; ;Mioceno (N1); ;U–Th/He;Apatito; ; ; ; ;1;3; ;891207;1021222;MAGNA_Colombia_Oeste;"3° 36' 44,418"" N";"76° 53' 11,355"" W";Agencia Nacional de Hidrocarburos & Universidad de Caldas. 2011a. Estudio geológico integrado en la cuenca Tumaco onshore. Síntesis cartográfica, sísmica y análisis litoestratigráfico, petrográfico, geocronológico, termocronológico y geoquímico;Agencia Nacional de Hidrocarburos & Universidad de Caldas (2011a);3; ; 
1132;1133;1504;M1–MP–004;Formación Chagüi;Arenita; ; ;16,18;± 24,41; ; ;Mioceno (N1); ;U–Th/He;Apatito; ; ; ; ;1;2; ;688492;847272;MAGNA_Colombia_Oeste;"1° 46' 42,940"" N";"78° 27' 00,036"" W";Agencia Nacional de Hidrocarburos & Universidad de Caldas. 2011a. Estudio geológico integrado en la cuenca Tumaco onshore. Síntesis cartográfica, sísmica y análisis litoestratigráfico, petrográfico, geocronológico, termocronológico y geoquímico;Agencia Nacional de Hidrocarburos & Universidad de Caldas (2011a);3;Muestra de ripios recuperados del pozo Remolinogrande–1, según el código de la muestra pertenece al pozo Majagua 1 y no al pozo Remolinogrande–1 como esta listado en la Tabla 2 del Anexo 17; 
1133;1134;1506;SG–003;Sedimentitas de Urrao; ; ; ;16,28;+ 5,77/– 4,26; ; ;Mioceno (N1); ;Huellas de fisión LA–ICP–MS;Apatito; ; ; ; ;20; ;Se tomaron las coordenadas listadas en los anexos que se diferencian varios metros con respecto a las reportadas en el informe final;1169927;1118857;MAGNA_Colombia_Oeste;"6° 07' 54,323"" N";"76° 00' 13,526"" W";Agencia Nacional de Hidrocarburos & Universidad de Caldas. 2011b. Estudio integrado de los núcleos y registros obtenidos de los pozos someros (slim holes) perforados por la ANH. Agencia Nacional de Hidrocarburos, inédito, 304 p. Manizales.;Agencia Nacional de Hidrocarburos & Universidad de Caldas (2011b);4;Edad pooled; 
1134;1135;1530;Patía 29–Ra–001; ; ; ; ;16,9;± 1,1; ; ;Mioceno (N1); ;Ar–Ar; ; ; ; ; ; ; ;Se tomaron las coordenadas listadas en los anexos que se diferencian varios metros con respecto a las reportadas en el informe final;710939;991787;MAGNA_Colombia_Oeste;"1° 58' 55,591"" N";"77° 09' 04,783"" W";Agencia Nacional de Hidrocarburos & Universidad de Caldas. 2011b. Estudio integrado de los núcleos y registros obtenidos de los pozos someros (slim holes) perforados por la ANH. Agencia Nacional de Hidrocarburos, inédito, 304 p. Manizales.;Agencia Nacional de Hidrocarburos & Universidad de Caldas (2011b);4;Edad de meseta media ponderada, muestra de un núcleo de perforación del pozo Patía 29; 
1135;1136;1547;SM–1;Stock de Mistrató; ; ; ;17,28;+ 4,96/– 3,8; ; ;Mioceno (N1); ;Huellas de fisión LA–ICP–MS;Apatito; ; ; ; ;40; ;Se tomaron las coordenadas listadas en los anexos que se diferencian varios metros con respecto a las reportadas en el informe final;1075096;1134419;MAGNA_Colombia_Oeste;"5° 16' 26,806"" N";"75° 51' 53,969"" W";Agencia Nacional de Hidrocarburos & Universidad de Caldas. 2011b. Estudio integrado de los núcleos y registros obtenidos de los pozos someros (slim holes) perforados por la ANH. Agencia Nacional de Hidrocarburos, inédito, 304 p. Manizales.;Agencia Nacional de Hidrocarburos & Universidad de Caldas (2011b);4;Edad pooled; 
1136;1137;1563;Tumaco1–190,08;Formación Cascajal; ; ; ;17,76;± 0,61; ; ;Mioceno (N1); ;Ar–Ar; ; ; ; ; ; ; ;Se tomaron las coordenadas listadas en los anexos que se diferencian varios metros con respecto a las reportadas en el informe final;662801;1154994;MAGNA_Colombia_Oeste_Oeste;"1° 32' 46,721"" N";"78° 41' 05,305"" W";Agencia Nacional de Hidrocarburos & Universidad de Caldas. 2011b. Estudio integrado de los núcleos y registros obtenidos de los pozos someros (slim holes) perforados por la ANH. Agencia Nacional de Hidrocarburos, inédito, 304 p. Manizales.;Agencia Nacional de Hidrocarburos & Universidad de Caldas (2011b);4;Edad de meseta media ponderada, muestra de un núcleo de perforación del pozo Tumaco–1; 
1137;1138;1566;SG–014;Batolito de Anchicayá; ; ; ;17,82;+ 7,77/– 5,42; ; ;Mioceno (N1); ;Huellas de fisión LA–ICP–MS;Apatito; ; ; ; ;40; ; ;891207;1021222;MAGNA_Colombia_Oeste;"3° 36' 44,418"" N";"76° 53' 11,355"" W";Agencia Nacional de Hidrocarburos & Universidad de Caldas. 2011a. Estudio geológico integrado en la cuenca Tumaco onshore. Síntesis cartográfica, sísmica y análisis litoestratigráfico, petrográfico, geocronológico, termocronológico y geoquímico;Agencia Nacional de Hidrocarburos & Universidad de Caldas (2011a);3;Edad pooled; 
1138;1139;1569;Tumaco1–190,08;Formación Cascajal; ; ; ;17,97;± 0,56; ; ;Mioceno (N1); ;Ar–Ar; ; ; ; ; ; ; ;Se tomaron las coordenadas listadas en los anexos que se diferencian varios metros con respecto a las reportadas en el informe final;662801;1154994;MAGNA_Colombia_Oeste_Oeste;"1° 32' 46,721"" N";"78° 41' 05,305"" W";Agencia Nacional de Hidrocarburos & Universidad de Caldas. 2011b. Estudio integrado de los núcleos y registros obtenidos de los pozos someros (slim holes) perforados por la ANH. Agencia Nacional de Hidrocarburos, inédito, 304 p. Manizales.;Agencia Nacional de Hidrocarburos & Universidad de Caldas (2011b);4;Edad de fusión total, muestra de un núcleo de perforación del pozo Tumaco–1; 
1139;1140;1586;G03–G1–025;Formaciones Tasca–Playa Palmeras;Arenita; ; ;18,5;+ 5,76/– 4,39; ; ;Mioceno (N1); ;Huellas de fisión LA–ICP–MS;Apatito; ; ; ; ;40; ; ;816510;874621;MAGNA_Colombia_Oeste;"2° 56' 10,581"" N";"78° 12' 18,736"" W";Agencia Nacional de Hidrocarburos & Universidad de Caldas. 2011a. Estudio geológico integrado en la cuenca Tumaco onshore. Síntesis cartográfica, sísmica y análisis litoestratigráfico, petrográfico, geocronológico, termocronológico y geoquímico;Agencia Nacional de Hidrocarburos & Universidad de Caldas (2011a);3;Edad pooled; 
1140;1141;1595;Patía 3–Ra–001; ; ; ; ;18,9;± 2,1; ; ;Mioceno (N1); ;Ar–Ar; ; ;1,3; ; ; ; ;Se tomaron las coordenadas listadas en los anexos que se diferencian varios metros con respecto a las reportadas en el informe final;728122;1006210;MAGNA_Colombia_Oeste;"2° 08' 15,021"" N";"77° 01' 18,048"" W";Agencia Nacional de Hidrocarburos & Universidad de Caldas. 2011b. Estudio integrado de los núcleos y registros obtenidos de los pozos someros (slim holes) perforados por la ANH. Agencia Nacional de Hidrocarburos, inédito, 304 p. Manizales.;Agencia Nacional de Hidrocarburos & Universidad de Caldas (2011b);4;Edad de isócrona inversa, muestra de un núcleo de perforación del pozo Patía 3; 
1141;1142;1596;Patía 3–Ra–002; ; ; ; ;18,9;± 5,4; ; ;Mioceno (N1); ;Ar–Ar; ; ;0,7; ; ; ; ;Se tomaron las coordenadas listadas en los anexos que se diferencian varios metros con respecto a las reportadas en el informe final;728122;1006210;MAGNA_Colombia_Oeste;"2° 08' 15,021"" N";"77° 01' 18,048"" W";Agencia Nacional de Hidrocarburos & Universidad de Caldas. 2011b. Estudio integrado de los núcleos y registros obtenidos de los pozos someros (slim holes) perforados por la ANH. Agencia Nacional de Hidrocarburos, inédito, 304 p. Manizales.;Agencia Nacional de Hidrocarburos & Universidad de Caldas (2011b);4;Edad de isócrona inversa, muestra de un núcleo de perforación del pozo Patía 3; 
1142;1143;1617;Patía 3–Ra–001; ; ; ; ;19,5;± 0,9; ; ;Mioceno (N1); ;Ar–Ar; ; ; ; ; ; ; ;Se tomaron las coordenadas listadas en los anexos que se diferencian varios metros con respecto a las reportadas en el informe final;728122;1006210;MAGNA_Colombia_Oeste;"2° 08' 15,021"" N";"77° 01' 18,048"" W";Agencia Nacional de Hidrocarburos & Universidad de Caldas. 2011b. Estudio integrado de los núcleos y registros obtenidos de los pozos someros (slim holes) perforados por la ANH. Agencia Nacional de Hidrocarburos, inédito, 304 p. Manizales.;Agencia Nacional de Hidrocarburos & Universidad de Caldas (2011b);4;Edad de meseta media ponderada, muestra de un núcleo de perforación del pozo Patía 3; 
1143;1144;1628;Patía 3–Ra–001; ; ; ; ;19,9;± 1,2; ; ;Mioceno (N1); ;Ar–Ar; ; ; ; ; ; ; ;Se tomaron las coordenadas listadas en los anexos que se diferencian varios metros con respecto a las reportadas en el informe final;728122;1006210;MAGNA_Colombia_Oeste;"2° 08' 15,021"" N";"77° 01' 18,048"" W";Agencia Nacional de Hidrocarburos & Universidad de Caldas. 2011b. Estudio integrado de los núcleos y registros obtenidos de los pozos someros (slim holes) perforados por la ANH. Agencia Nacional de Hidrocarburos, inédito, 304 p. Manizales.;Agencia Nacional de Hidrocarburos & Universidad de Caldas (2011b);4;Edad de fusión total, muestra de un núcleo de perforación del pozo Patía 3; 
1144;1145;1629;Chocó1–ST–P–Ra01; ; ; ; ;19,9;± 0,7; ; ;Mioceno (N1); ;K–Ar;Hornblenda; ; ; ; ; ; ;Se tomaron las coordenadas listadas en los anexos que se diferencian varios metros con respecto a las reportadas en el informe final;1044920;1048332;MAGNA_Colombia_Oeste;"5° 00' 08,169"" N";"76° 38' 30,087"" W";Agencia Nacional de Hidrocarburos & Universidad de Caldas. 2011b. Estudio integrado de los núcleos y registros obtenidos de los pozos someros (slim holes) perforados por la ANH. Agencia Nacional de Hidrocarburos, inédito, 304 p. Manizales.;Agencia Nacional de Hidrocarburos & Universidad de Caldas (2011b);4;Muestra de un núcleo de perforación del pozo Chocó–1 ST–P; 
1145;1146;1634;SG–013;Stock de Cambumbia; ; ; ;19,95;+ 5,15/– 4,09; ; ;Mioceno (N1); ;Huellas de fisión LA–ICP–MS;Apatito; ; ; ; ;40; ;Se tomaron las coordenadas listadas en los anexos que se diferencian varios metros con respecto a las reportadas en el informe final;1125060;1163813;MAGNA_Colombia_Oeste;"5° 43' 30,729"" N";"75° 35' 55,620"" W";Agencia Nacional de Hidrocarburos & Universidad de Caldas. 2011b. Estudio integrado de los núcleos y registros obtenidos de los pozos someros (slim holes) perforados por la ANH. Agencia Nacional de Hidrocarburos, inédito, 304 p. Manizales.;Agencia Nacional de Hidrocarburos & Universidad de Caldas (2011b);4;Edad pooled; 
1146;1147;1635;T04G2–048;Formación Cascajal;Arenita; ; ;19,98;± 3,44; ; ;Mioceno (N1); ;Huellas de fisión EDM;Apatito; ; ;73,59;0,49;20; ; ;694243;1149874;MAGNA_Colombia_Oeste_Oeste;"1° 49' 50,195"" N";"78° 43' 50,194"" W";Agencia Nacional de Hidrocarburos & Universidad de Caldas. 2011a. Estudio geológico integrado en la cuenca Tumaco onshore. Síntesis cartográfica, sísmica y análisis litoestratigráfico, petrográfico, geocronológico, termocronológico y geoquímico;Agencia Nacional de Hidrocarburos & Universidad de Caldas (2011a);3;Edades central y pooled; 
1147;1148;1644;Chocó–1 ST–P–Mp02;Formación Mayorquín; ; ; ;20,04;+ 10,18/– 6,75; ; ;Mioceno (N1); ;Huellas de fisión LA–ICP–MS;Apatito; ; ; ; ;40; ;Se tomaron las coordenadas listadas en los anexos que se diferencian varios metros con respecto a las reportadas en el informe final;1044920;1048332;MAGNA_Colombia_Oeste;"5° 00' 08,169"" N";"76° 38' 30,087"" W";Agencia Nacional de Hidrocarburos & Universidad de Caldas. 2011b. Estudio integrado de los núcleos y registros obtenidos de los pozos someros (slim holes) perforados por la ANH. Agencia Nacional de Hidrocarburos, inédito, 304 p. Manizales.;Agencia Nacional de Hidrocarburos & Universidad de Caldas (2011b);4;Edad pooled, muestra de un núcleo de perforación del pozo Chocó–1 ST–P; 
1148;1149;1653;G07–G01–053–3;Formación Playa Palmeras;Arenita; ; ;20,56;± 3,38; ; ;Mioceno (N1); ;U–Th/He;Apatito; ; ; ; ;1; ; ;816620;874639;MAGNA_Colombia_Oeste;"2° 56' 14,179"" N";"78° 12' 18,156"" W";Agencia Nacional de Hidrocarburos & Universidad de Caldas. 2011a. Estudio geológico integrado en la cuenca Tumaco onshore. Síntesis cartográfica, sísmica y análisis litoestratigráfico, petrográfico, geocronológico, termocronológico y geoquímico;Agencia Nacional de Hidrocarburos & Universidad de Caldas (2011a);3; ; 
1149;1150;1671;CH–ZS–MP–010;Formación Condoto; ; ; ;21,2;+ 16,63/– 9,33; ; ;Mioceno (N1); ;Huellas de fisión LA–ICP–MS;Apatito; ; ; ; ;17; ;Se tomaron las coordenadas listadas en los anexos que se diferencian varios metros con respecto a las reportadas en el informe final;1044920;1048332;MAGNA_Colombia_Oeste;"5° 00' 08,169"" N";"76° 38' 30,087"" W";Agencia Nacional de Hidrocarburos & Universidad de Caldas. 2011b. Estudio integrado de los núcleos y registros obtenidos de los pozos someros (slim holes) perforados por la ANH. Agencia Nacional de Hidrocarburos, inédito, 304 p. Manizales.;Agencia Nacional de Hidrocarburos & Universidad de Caldas (2011b);4;Edad pooled, muestra de un núcleo de perforación del pozo Chocó–1 ST–P Zanja Seca; 
1150;1151;1680;Patía 3–Ra–002; ; ; ; ;21,7;± 3,2; ; ;Mioceno (N1); ;Ar–Ar; ; ; ; ; ; ; ;Se tomaron las coordenadas listadas en los anexos que se diferencian varios metros con respecto a las reportadas en el informe final;728122;1006210;MAGNA_Colombia_Oeste;"2° 08' 15,021"" N";"77° 01' 18,048"" W";Agencia Nacional de Hidrocarburos & Universidad de Caldas. 2011b. Estudio integrado de los núcleos y registros obtenidos de los pozos someros (slim holes) perforados por la ANH. Agencia Nacional de Hidrocarburos, inédito, 304 p. Manizales.;Agencia Nacional de Hidrocarburos & Universidad de Caldas (2011b);4;Edad de meseta media ponderada, muestra de un núcleo de perforación del pozo Patía 3; 
